,id,full_name,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction,survey_response
633,3128,Ann,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 60-69,31/12/18,75,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
634,945,Jennifer,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,31/12/18,90,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
635,2564,Jennifer,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,31/12/18,93,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
636,1707,George,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,31/12/18,210,Average,Very safe,Somewhat satsified,Value3
637,2873,Sam,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,31/12/18,180,Average,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
638,2540,Matt,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,31/12/18,63,Somewhat clean,Very safe,Somewhat satsified,Value3
639,462,Sam,Sunday,ALASKA,LAS VEGAS,West US,Hub,Gates 50-59,31/12/18,90,Clean,Very safe,Somewhat satsified,Value3
640,1873,George,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,31/12/18,205,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
641,1016,George,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,31/12/18,155,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
642,370,Sam,Friday,ALASKA,SAN JOSE DEL CABO,Canada/Mexico,    Small,Gates 50-59,31/12/18,195,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
643,2151,Matt,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,31/12/18,155,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
644,1872,Matt,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,31/12/18,295,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
645,1576,Sam,Wednesday,DELTA,DETROIT,Midwest US,Large,Gates 40-48,31/12/18,125,Somewhat clean,Very safe,Neutral,Value2
646,2541,Sam,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,31/12/18,120,Somewhat clean,Very safe,Somewhat satsified,Value3
647,1301,Jennifer,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,31/12/18,156,Somewhat clean,Somewhat safe,Very satisfied,Value2
648,3040,Matt,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub     ,Gates 50-59,31/12/18,155,Somewhat clean,Very safe,Somewhat satsified,Value2
649,1360,Matt,Tuesday,UNITED INTL,PARIS-DE GAULLE,eur,Hub     ,Gates 91-102,31/12/18,225,Average,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
650,2469,Matt,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,31/12/18,121,Average,Very safe,Somewhat unsatisfied,Value3
651,543,Sam,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,31/12/18,165,Somewhat clean,Very safe,Somewhat satsified,Value2
652,2925,Jennifer,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,31/12/18,250,Clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
653,2685,Jennifer,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,31/12/18,100,Somewhat clean,Very safe,Somewhat satsified,Value2
654,2268,Sam,Wednesday,UNITED,LOS ANGELES,West US,Hub,Gates 60-69,31/12/18,155,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
656,2041,George,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,31/12/18,180,Average,Somewhat safe,Somewhat unsatisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
657,2167,Jennifer,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,31/12/18,333,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
658,3088,Jennifer,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,31/12/18,97,Clean,Very safe,Somewhat satsified,Value2
659,2948,Jennifer,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,31/12/18,135,Clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
660,443,Jennifer,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,31/12/18,113,Clean,Somewhat safe,Somewhat satsified,Value2
661,278,Matt,Thursday,UNITED,BALTIMORE,EAST US,Medium     ,Gates 70-90,31/12/18,134,Somewhat clean,Somewhat safe,Neutral,Value2
662,2457,Sam,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub     ,Gates 60-69,31/12/18,154,Clean,Very safe,Neutral,Value2
663,1526,Ann,Wednesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,31/12/18,101,Somewhat clean,Somewhat safe,Neutral,Value3
664,2689,George,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,31/12/18,150,Somewhat clean,Very safe,Neutral,Value2
665,3055,Sam,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,1/1/18,335,Average,Somewhat safe,Somewhat satsified,Value3
666,2136,George,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,31/12/18,380,Clean,Neutral,Neutral,Value3
667,1450,Ann,Wednesday,UNITED,LAS VEGAS,West US,Hub,Gates 60-69,31/12/18,82,Clean,Very safe,Very satisfied,Value3
668,2415,Jennifer,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,31/12/18,190,Clean,Somewhat safe,Somewhat satsified,Value3
669,729,Ann,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,31/12/18,245,Somewhat clean,Somewhat safe,Neutral,Value2
670,2232,Matt,Thursday,SOUTHWEST,SANTA ANA,West US,Medium,Gates 20-39,31/12/18,60,Somewhat clean,Very safe,Somewhat satsified,Value2
671,1452,Sam,Wednesday,UNITED,LAS VEGAS,West US,    Hub,Gates 60-69,31/12/18,82,Clean,Very safe,Very satisfied,Value3
672,1705,Sam,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,31/12/18,225,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
673,1543,Jennifer,Wednesday,AIR CHINA,BEIJING,Asia,Hub,Gates 91-102,31/12/18,170,Average,Very safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
674,618,Ann,Tuesday,ALASKA,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 50-59,31/12/18,155,Clean,Very safe,Somewhat satsified,Value2
675,1726,Ann,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,31/12/18,105,Clean,Very safe,Somewhat satsified,Value2
676,2209,George,Thursday,SOUTHWEST,LAS VEGAS,West US,Hub     ,Gates 20-39,31/12/18,135,Somewhat clean,Somewhat safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
677,1786,Jennifer,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,31/12/18,135,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
678,2625,George,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,31/12/18,120,Somewhat clean,Very safe,Somewhat satsified,Value3
679,1760,Sam,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,31/12/18,145,Average,Somewhat safe,Somewhat satsified,Value2
680,2732,Matt,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,31/12/18,270,Somewhat clean,Somewhat safe,Neutral,Value3
681,711,Jennifer,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,31/12/18,185,Somewhat clean,Somewhat safe,Neutral,Value2
682,943,Ann,Thursday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,31/12/18,135,Somewhat clean,Very safe,Somewhat satsified,Value3
684,1910,Jennifer,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,31/12/18,140,Somewhat clean,Neutral,Very satisfied,Value2
685,2027,George,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,31/12/18,150,Average,Very safe,Somewhat satsified,Value3
688,365,George,Friday,ALASKA,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 50-59,31/12/18,105,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
689,3005,George,Thursday,UNITED,NASHVILLE,Midwest US,Medium,Gates 70-90,31/12/18,100,Average,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
690,1502,Sam,Wednesday,HAWAIIAN AIR,HONOLULU,West US,Medium,Gates 1-12,31/12/18,150,Average,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
691,2621,Matt,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,    Hub,Gates 1-12,31/12/18,125,Clean,Very safe,Very satisfied,Value3
692,1639,Sam,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,31/12/18,170,Clean,Very safe,Somewhat satsified,Value2
693,2733,Ann,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,31/12/18,160,Clean,Somewhat safe,Neutral,Value2
694,2021,Ann,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,31/12/18,160,Average,Neutral,Neutral,Value3
695,629,Sam,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,31/12/18,140,Somewhat clean,Very safe,Somewhat satsified,Value2
696,3026,Matt,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,31/12/18,120,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
697,1671,Jennifer,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,31/12/18,125,Somewhat clean,Somewhat safe,Very satisfied,Value3
698,3248,Matt,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,31/12/18,75,Clean,Very safe,Very satisfied,Value2
699,684,George,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub     ,Gates 1-12,31/12/18,230,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
701,1905,George,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,31/12/18,128,Somewhat clean,Neutral,Somewhat satsified,Value3
703,774,Ann,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,31/12/18,220,Somewhat clean,Very safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
704,2917,Ann,Thursday,DELTA,SEATTLE,West US,Hub,Gates 40-48,31/12/18,15,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
705,1459,Jennifer,Saturday,UNITED,PORTLAND,West US,    Medium,Gates 70-90,31/12/18,85,Clean,Neutral,Very satisfied,Value3
706,1178,Sam,Tuesday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,31/12/18,115,Somewhat clean,Very safe,Somewhat satsified,Value2
707,2691,George,Friday,UNITED,ORLANDO,East US,Hub,Gates 70-90,31/12/18,367,Average,Neutral,Neutral,Value2
708,857,Ann,Tuesday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,31/12/18,154,Clean,Somewhat safe,Somewhat satsified,Value2
709,3148,George,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 60-69,31/12/18,60,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
710,1519,Ann,Wednesday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,31/12/18,115,Somewhat clean,Very safe,Somewhat satsified,Value2
711,1126,Sam,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,31/12/18,105,Average,Very safe,Somewhat satsified,Value2
712,3269,Sam,Tuesday,UNITED,LAS VEGAS,West US,    Hub,Gates 70-90,31/12/18,85,Average,Somewhat safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
714,1960,Matt,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,31/12/18,165,Somewhat clean,Neutral,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
715,2545,Matt,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,31/12/18,83,Somewhat clean,Very safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
718,2582,George,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,31/12/18,90,Somewhat clean,Somewhat safe,Neutral,Value2
719,358,Jennifer,Friday,ALASKA,NEWARK,East US,Hub,Gates 50-59,31/12/18,80,Somewhat clean,Somewhat safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
720,2912,Ann,Thursday,DELTA,SEATTLE,West US,Hub,Gates 40-48,31/12/18,60,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
721,2030,Sam,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,31/12/18,150,Somewhat clean,Somewhat safe,Somewhat unsatisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
722,2242,Jennifer,Wednesday,WOW,REYKJAVIK,eur,Small     ,Gates 91-102,31/12/18,156,Somewhat clean,Somewhat safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
723,2556,Ann,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,31/12/18,108,Somewhat clean,Somewhat safe,Neutral,Value3
724,853,Matt,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,31/12/18,85,Somewhat clean,Somewhat safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
725,3168,Ann,Thursday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,31/12/18,110,Clean,Somewhat safe,Very satisfied,Value2
726,2234,George,Thursday,SOUTHWEST,SANTA ANA,West US,Medium,Gates 20-39,31/12/18,60,Clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
727,2765,Matt,Sunday,WOW,REYKJAVIK,eur,Small     ,Gates 1-12,31/12/18,175,Somewhat clean,Very safe,Somewhat satsified,Value3
728,3092,Matt,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,31/12/18,173,Average,Somewhat safe,Neutral,Value2
729,285,Ann,Thursday,UNITED,BALTIMORE,East US,Medium,Gates 70-90,31/12/18,164,Average,Somewhat safe,Neutral,Value3
730,1480,Ann,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,31/12/18,130,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
731,3175,Matt,Thursday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,31/12/18,60,Clean,Very safe,Somewhat satsified,Value3
732,2770,Matt,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,31/12/18,90,Somewhat clean,Very safe,Somewhat satsified,Value2
733,3033,Ann,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,31/12/18,150,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
734,1661,Sam,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,31/12/18,150,Average,Neutral,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
735,2634,Matt,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,31/12/18,60,Somewhat clean,Somewhat safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
736,1987,Matt,Friday,AIR FRANCE/KLM,AMSTERDAM,Europe,Hub,Gates 1-12,31/12/18,145,Average,Neutral,Neutral,Value2
737,1861,Matt,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,31/12/18,145,Somewhat clean,Very safe,Somewhat satsified,Value2
738,1278,Jennifer,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,31/12/18,320,Average,Somewhat safe,Somewhat satsified,Value2
739,1841,Ann,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,31/12/18,300,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
740,341,Jennifer,Friday,ALASKA,SAN DIEGO,West US,Medium,Gates 50-59,31/12/18,98,Clean,Somewhat safe,Somewhat satsified,Value3
741,1978,Ann,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,31/12/18,155,Clean,Somewhat safe,Very satisfied,Value2
743,319,Ann,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,31/12/18,60,Clean,Neutral,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
744,1636,Sam,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,31/12/18,195,Clean,Very safe,Somewhat satsified,Value2
745,3292,George,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,31/12/18,145,Clean,Very safe,Very satisfied,Value3
746,3203,George,Tuesday,UNITED,ONTARIO (CALIF),West US,Small,Gates 70-90,31/12/18,245,Clean,Very safe,Very satisfied,Value3
747,1898,Jennifer,Monday,LUFTHANSA,MUNICH,eur,    Hub,Gates 91-102,31/12/18,235,Somewhat dirty,Neutral,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
748,633,Ann,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,31/12/18,95,Somewhat clean,Somewhat safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
749,1385,Ann,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,31/12/18,235,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
751,2069,Matt,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,31/12/18,177,Clean,Somewhat safe,Somewhat satsified,Value3
752,299,Ann,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,31/12/18,130,Average,Neutral,Neutral,Value3
753,2730,Sam,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,31/12/18,122,Somewhat clean,Very safe,Somewhat satsified,Value3
754,1676,Jennifer,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,31/12/18,185,Somewhat clean,Very safe,Somewhat satsified,Value3
755,3282,Jennifer,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,31/12/18,80,Somewhat clean,Very safe,Somewhat satsified,Value3
756,2112,Ann,Tuesday,AMERICAN,PHOENIX,West US,    Hub,Gates 50-59,31/12/18,121,Somewhat clean,Very safe,Very satisfied,Value2
757,1986,Ann,Friday,AIR FRANCE/KLM,AMSTERDAM,Europe,Hub,Gates 1-12,31/12/18,145,Average,Somewhat safe,Somewhat satsified,Value3
758,2595,Matt,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,31/12/18,147,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
759,814,Jennifer,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,31/12/18,185,Clean,Very safe,Very satisfied,Value2
760,2551,Ann,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,31/12/18,135,Average,Very safe,Neutral,Value3
761,1965,Ann,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,31/12/18,185,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
762,2640,Ann,Tuesday,JETBLUE,NEW YORK-JFK,EAST US,    Hub,Gates 1-12,31/12/18,113,Average,Somewhat safe,Very unsatisfied,Value3
763,395,Sam,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,31/12/18,205,Somewhat clean,Very safe,Somewhat satsified,Value3
764,728,Ann,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,31/12/18,185,Clean,Very safe,Very satisfied,Value2
765,1215,Ann,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,31/12/18,55,Clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
766,2314,George,Tuesday,UNITED,SAN ANTONIO,Midwest US,Medium,Gates 70-90,31/12/18,150,Clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
